Date,Prices,Day_count,Month,Season,Weekday,Is_holiday,Rolling_mean_7,Rolling_mean_30,Lag_1,Lag_7,Lag_30,Daily_delta,CPI,Total_inflation,USD_IDR,Temperature,Rainfall,Humidity,Day_in_month,Diff_value,Percentage
2024-10-26,37150,1760,10,Wet,5,False,37028.57142857143,35936.666666666664,37150,36750,35250,0,130.4593,0.075482756,15621.5,28.21,1.5,79.52,26,-Rp100,-0.27
2024-10-27,37150,1761,10,Wet,6,False,37085.71428571428,35991.666666666664,37150,36750,35500,0,130.4593,0.075482756,15621.5,27.56,3.27,81.3,27,-Rp100,-0.27
2024-10-28,38000,1762,10,Wet,0,False,37192.857142857145,36075,37150,37250,35500,850,130.4593,0.075482756,15688.09961,27.84,1.24,81.05,28,Rp850,2.29
2024-10-29,38650,1763,10,Wet,1,False,37514.28571428572,36180,38000,36400,35500,650,130.4593,0.075482756,15747,27.95,0.49,79.01,29,Rp650,1.71
2024-10-30,38400,1764,10,Wet,2,False,37678.57142857143,36293.333333333336,38650,37250,35000,-250,130.4593,0.075482756,15768,27.75,0.95,81.8,30,-Rp250,-0.65
2024-10-31,38900,1765,10,Wet,3,False,37914.28571428572,36406.666666666664,38400,37250,35500,500,130.4593,0.075482756,15695.5,27.38,1.13,82,31,Rp500,1.3
2024-11-01,38900,1766,11,Wet,4,False,38164.28571428572,36553.333333333336,38900,37150,34500,0,130.8531,0.301856594,15713,27.27,6.7,79.91,1,Rp0,0
2024-11-02,38900,1767,11,Wet,5,False,38414.28571428572,36678.333333333336,38900,37150,35150,0,130.8531,0.301856594,15713,27.59,2.54,77.51,2,Rp0,0
2024-11-03,38900,1768,11,Wet,6,False,38664.28571428572,36803.333333333336,38900,37150,35150,0,130.8531,0.301856594,15713,27.14,2.87,79.55,3,Rp0,0
2024-11-04,38650,1769,11,Wet,0,False,38757.142857142855,36920,38900,38000,35150,-250,130.8531,0.301856594,15842,27.34,4.42,81.61,4,-Rp250,-0.64
2024-11-05,38650,1770,11,Wet,1,False,38757.142857142855,37036.666666666664,38650,38650,35150,0,130.8531,0.301856594,15790,27.22,15.51,79.28,5,Rp0,0
2024-11-06,38900,1771,11,Wet,2,False,38828.57142857143,37133.333333333336,38650,38400,36000,250,130.8531,0.301856594,15665,27.53,1.01,79.56,6,Rp250,0.65
2024-11-07,38900,1772,11,Wet,3,False,38828.57142857143,37230,38900,38900,36000,0,130.8531,0.301856594,15818.2002,27.96,1.22,76.95,7,Rp0,0
2024-11-08,38900,1773,11,Wet,4,False,38828.57142857143,37326.666666666664,38900,38900,36000,0,130.8531,0.301856594,15558,28.04,4.22,78.43,8,Rp0,0
2024-11-09,38900,1774,11,Wet,5,False,38828.57142857143,37423.333333333336,38900,38900,36000,0,130.8531,0.301856594,15558,28.07,0.57,77.29,9,Rp0,0
2024-11-10,38900,1775,11,Wet,6,False,38828.57142857143,37553.333333333336,38900,38900,35000,0,130.8531,0.301856594,15558,27.9,0.38,77.97,10,Rp0,0
2024-11-11,42750,1776,11,Wet,0,False,39414.28571428572,37811.666666666664,38900,38650,35000,3850,130.8531,0.301856594,15647.2002,28.18,0.53,74.82,11,Rp3850,9.9
2024-11-12,43750,1777,11,Wet,1,False,40142.857142857145,38103.333333333336,42750,38650,35000,1000,130.8531,0.301856594,15765,27.98,1.25,79.7,12,Rp1000,2.34
2024-11-13,45000,1778,11,Wet,2,False,41014.28571428572,38406.666666666664,43750,38900,35900,1250,130.8531,0.301856594,15788.90039,27.97,2.35,79.3,13,Rp1250,2.86
2024-11-14,45250,1779,11,Wet,3,False,41921.42857142857,38715,45000,38900,36000,250,130.8531,0.301856594,15847.2002,27.68,1.83,82.03,14,Rp250,0.56
2024-11-15,45750,1780,11,Wet,4,False,42900,39031.666666666664,45250,38900,36250,500,130.8531,0.301856594,15933.2998,27.93,0.85,81.49,15,Rp500,1.1
2024-11-16,45750,1781,11,Wet,5,False,43878.57142857143,39351.666666666664,45750,38900,36150,0,130.8531,0.301856594,15933.2998,27.86,2.87,81.88,16,Rp500,1.1
2024-11-17,45750,1782,11,Wet,6,False,44857.142857142855,39651.666666666664,45750,38900,36750,0,130.8531,0.301856594,15933.2998,27.24,7.43,80.36,17,Rp500,1.1
2024-11-18,48650,1783,11,Wet,0,False,45700,40048.333333333336,45750,42750,36750,2900,130.8531,0.301856594,15891.2998,27.34,8.64,84.65,18,Rp2900,6.34
2024-11-19,48650,1784,11,Wet,1,False,46400,40445,48650,43750,36750,0,130.8531,0.301856594,15806.09961,27.7,3.45,84.6,19,Rp0,0
2024-11-20,49000,1785,11,Wet,2,False,46971.42857142857,40836.666666666664,48650,45000,37250,350,130.8531,0.301856594,15817.09961,27.53,2.25,82.76,20,Rp350,0.72
2024-11-21,49250,1786,11,Wet,3,False,47542.857142857145,41265,49000,45250,36400,250,130.8531,0.301856594,15913,27.42,12.93,84.77,21,Rp250,0.51
2024-11-22,49250,1787,11,Wet,4,False,48042.857142857145,41665,49250,45750,37250,0,130.8531,0.301856594,15816.90039,27.67,2.78,82.22,22,Rp0,0
2024-11-23,49250,1788,11,Wet,5,False,48542.857142857145,42065,49250,45750,37250,0,130.8531,0.301856594,15816.90039,27.8,9.63,84.51,23,Rp0,0
2024-11-24,49250,1789,11,Wet,6,False,49042.857142857145,42468.333333333336,49250,45750,37150,0,130.8531,0.301856594,15816.90039,27.87,8.52,82.41,24,Rp0,0
2024-11-25,47900,1790,11,Wet,0,False,48935.71428571428,42826.666666666664,49250,48650,37150,-1350,130.8531,0.301856594,15940,27.96,9.5,81.61,25,-Rp1350,-2.74
2024-11-26,47650,1791,11,Wet,1,False,48792.857142857145,43176.666666666664,47900,48650,37150,-250,130.8531,0.301856594,15901.2002,26.99,10.35,84.32,26,-Rp250,-0.52
2024-11-27,47650,1792,11,Wet,2,False,48600,43498.333333333336,47650,49000,38000,0,130.8531,0.301856594,15930,27.05,2.14,85.79,27,Rp0,0
2024-11-28,47400,1793,11,Wet,3,False,48335.71428571428,43790,47650,49250,38650,-250,130.8531,0.301856594,15863.5,27.69,2.11,82.96,28,-Rp250,-0.52
2024-11-29,47150,1794,11,Wet,4,False,48035.71428571428,44081.666666666664,47400,49250,38400,-250,130.8531,0.301856594,15878,27.16,7.26,86.64,29,-Rp250,-0.53
2024-11-30,47150,1795,11,Wet,5,False,47735.71428571428,44356.666666666664,47150,49250,38900,0,130.8531,0.301856594,15878,27.04,6.03,86.99,30,-Rp250,-0.53
2024-12-01,47150,1796,12,Wet,6,False,47435.71428571428,44631.666666666664,47150,49250,38900,0,131.4315,0.44202239,15878,27.01,3.24,83.07,1,-Rp250,-0.53
2024-12-02,46500,1797,12,Wet,0,False,47235.71428571428,44885,47150,47900,38900,-650,131.4315,0.44202239,15829,26.98,10.95,85.2,2,-Rp650,-1.38
2024-12-03,46500,1798,12,Wet,1,False,47071.42857142857,45138.333333333336,46500,47650,38900,0,131.4315,0.44202239,15910,27.17,2.78,83.47,3,Rp0,0
2024-12-04,47250,1799,12,Wet,2,False,47014.28571428572,45425,46500,47650,38650,750,131.4315,0.44202239,15940,27.34,3.27,84.34,4,Rp750,1.61
2024-12-05,48750,1800,12,Wet,3,False,47207.142857142855,45761.666666666664,47250,47400,38650,1500,131.4315,0.44202239,15906.59961,27.12,3.68,85.84,5,Rp1500,3.17
2024-12-06,48750,1801,12,Wet,4,False,47435.71428571428,46090,48750,47150,38900,0,131.4315,0.44202239,15839.7998,27.02,7.27,85.94,6,Rp0,0
2024-12-07,48750,1802,12,Wet,5,False,47664.28571428572,46418.333333333336,48750,47150,38900,0,131.4315,0.44202239,15839.7998,26.51,7.09,84.26,7,Rp0,0
2024-12-08,48750,1803,12,Wet,6,False,47892.857142857145,46746.666666666664,48750,47150,38900,0,131.4315,0.44202239,15839.7998,26.66,2.54,83.76,8,Rp0,0
2024-12-09,48500,1804,12,Wet,0,False,48178.57142857143,47066.666666666664,48750,46500,38900,-250,131.4315,0.44202239,15825.7998,27.14,5.36,84.06,9,-Rp250,-0.51
2024-12-10,48750,1805,12,Wet,1,False,48500,47395,48500,46500,38900,250,131.4315,0.44202239,15864,27.28,7.13,85.09,10,Rp250,0.52
2024-12-11,48750,1806,12,Wet,2,False,48714.28571428572,47595,48750,47250,42750,0,131.4315,0.44202239,15908,27.04,6.61,85.42,11,Rp0,0
2024-12-12,47750,1807,12,Wet,3,False,48571.42857142857,47728.333333333336,48750,48750,43750,-1000,131.4315,0.44202239,15963,26.83,24.51,86.21,12,-Rp1000,-2.05
2024-12-13,48000,1808,12,Wet,4,False,48464.28571428572,47828.333333333336,47750,48750,45000,250,131.4315,0.44202239,15967.40039,26.72,19.05,85.36,13,Rp250,0.52
2024-12-14,48000,1809,12,Wet,5,False,48357.142857142855,47920,48000,48750,45250,0,131.4315,0.44202239,15967.40039,26.86,10.16,86.79,14,Rp250,0.52
2024-12-15,48000,1810,12,Wet,6,False,48250,47995,48000,48750,45750,0,131.4315,0.44202239,15967.40039,26.94,13.82,88.02,15,Rp250,0.52
2024-12-16,48250,1811,12,Wet,0,False,48214.28571428572,48078.333333333336,48000,48500,45750,250,131.4315,0.44202239,16025.7998,26.77,5.24,85.47,16,Rp250,0.52
2024-12-17,48250,1812,12,Wet,1,False,48142.857142857145,48161.666666666664,48250,48750,45750,0,131.4315,0.44202239,15955,27.54,2.29,82.76,17,Rp0,0
2024-12-18,48250,1813,12,Wet,2,False,48071.42857142857,48148.333333333336,48250,48750,48650,0,131.4315,0.44202239,15926.2002,27.68,4.56,84.63,18,Rp0,0
2024-12-19,47750,1814,12,Wet,3,False,48071.42857142857,48118.333333333336,48250,47750,48650,-500,131.4315,0.44202239,16145.2998,27.62,3.83,86.28,19,-Rp500,-1.04
2024-12-20,47750,1815,12,Wet,4,False,48035.71428571428,48076.666666666664,47750,48000,49000,0,131.4315,0.44202239,15981.2998,27.86,4.91,85.19,20,Rp0,0
2024-12-21,47750,1816,12,Wet,5,False,48000,48026.666666666664,47750,48000,49250,0,131.4315,0.44202239,15981.2998,27.91,3.13,82.04,21,Rp0,0
2024-12-22,47750,1817,12,Wet,6,False,47964.28571428572,47976.666666666664,47750,48000,49250,0,131.4315,0.44202239,15981.2998,27.75,13.02,80.02,22,Rp0,0
2024-12-23,47000,1818,12,Wet,0,False,47785.71428571428,47901.666666666664,47750,48250,49250,-750,131.4315,0.44202239,16159.2998,27.32,6.07,84.23,23,-Rp750,-1.57
2024-12-24,46650,1819,12,Wet,1,False,47557.142857142855,47815,47000,48250,49250,-350,131.4315,0.44202239,16217.59961,27.12,2.46,86.63,24,-Rp350,-0.74
2024-12-25,46650,1820,12,Wet,2,True,47328.57142857143,47773.333333333336,46650,48250,47900,0,131.4315,0.44202239,15970.7998,26.76,10.23,87.48,25,Rp0,0
2024-12-26,46650,1821,12,Wet,3,False,47171.42857142857,47740,46650,47750,47650,0,131.4315,0.44202239,15069.40039,26.48,26.86,87.04,26,Rp0,0
2024-12-27,46250,1822,12,Wet,4,False,46957.142857142855,47693.333333333336,46650,47750,47650,-400,131.4315,0.44202239,16189,26.86,5.83,85.58,27,-Rp400,-0.86
2024-12-28,46250,1823,12,Wet,5,False,46742.857142857145,47655,46250,47750,47400,0,131.4315,0.44202239,16189,26.72,13.18,87.08,28,-Rp400,-0.86
2024-12-29,46250,1824,12,Wet,6,False,46528.57142857143,47625,46250,47750,47150,0,131.4315,0.44202239,16189,26.85,7,83.1,29,-Rp400,-0.86
2024-12-30,47000,1825,12,Wet,0,False,46528.57142857143,47620,46250,47000,47150,750,131.4315,0.44202239,16178,27.44,5.91,79.79,30,Rp750,1.62
2024-12-31,46900,1826,12,Wet,1,False,46564.28571428572,47611.666666666664,47000,46650,47150,-100,131.4315,0.44202239,16085.59961,26.7,6.64,85.32,31,-Rp100,-0.21
2025-01-01,46900,1827,1,Wet,2,True,46600,47625,46900,46650,46500,0,130.4347,-0.758417883,16085.59961,26.61,4.59,83.84,1,Rp0,0
2025-01-02,46400,1828,1,Wet,3,False,46564.28571428572,47621.666666666664,46900,46650,46500,-500,130.4347,-0.758417883,16230.5,26.78,10.4,82.92,2,-Rp500,-1.07
2025-01-03,46400,1829,1,Wet,4,False,46585.71428571428,47593.333333333336,46400,46250,47250,0,130.4347,-0.758417883,16201.09961,26.38,7.04,86.28,3,Rp0,0
2025-01-04,46400,1830,1,Wet,5,False,46607.142857142855,47515,46400,46250,48750,0,130.4347,-0.758417883,16201.09961,26.53,4.64,85.41,4,Rp0,0
2025-01-05,46400,1831,1,Wet,6,False,46628.57142857143,47436.666666666664,46400,46250,48750,0,130.4347,-0.758417883,16201.09961,26.23,9.17,85.22,5,Rp0,0
2025-01-06,46250,1832,1,Wet,0,False,46521.42857142857,47353.333333333336,46400,47000,48750,-150,130.4347,-0.758417883,16178.7998,26.86,2.8,82.19,6,-Rp150,-0.32
2025-01-07,46000,1833,1,Wet,1,False,46392.857142857145,47261.666666666664,46250,46900,48750,-250,130.4347,-0.758417883,16179.09961,27.96,1.83,76.91,7,-Rp250,-0.54
2025-01-08,46000,1834,1,Wet,2,False,46264.28571428572,47178.333333333336,46000,46900,48500,0,130.4347,-0.758417883,16157.7002,27.63,2.98,83.18,8,Rp0,0
2025-01-09,46000,1835,1,Wet,3,False,46207.142857142855,47086.666666666664,46000,46400,48750,0,130.4347,-0.758417883,16187.59961,27.11,3.92,83.55,9,Rp0,0
2025-01-10,46000,1836,1,Wet,4,False,46150,46995,46000,46400,48750,0,130.4347,-0.758417883,16237,27.05,4.8,83.97,10,Rp0,0
2025-01-11,46000,1837,1,Wet,5,False,46092.857142857145,46936.666666666664,46000,46400,47750,0,130.4347,-0.758417883,16237,26.31,16.32,86.03,11,Rp0,0
2025-01-12,46000,1838,1,Wet,6,False,46035.71428571428,46870,46000,46400,48000,0,130.4347,-0.758417883,16237,26.74,3.45,84.49,12,Rp0,0
2025-01-13,45500,1839,1,Wet,0,False,45928.57142857143,46786.666666666664,46000,46250,48000,-500,130.4347,-0.758417883,16268,26.46,7.59,85.62,13,-Rp500,-1.09
2025-01-14,45900,1840,1,Wet,1,False,45914.28571428572,46716.666666666664,45500,46000,48000,400,130.4347,-0.758417883,16295.2002,26.21,8.26,87.75,14,Rp400,0.88
2025-01-15,45250,1841,1,Wet,2,False,45807.142857142855,46616.666666666664,45900,46000,48250,-650,130.4347,-0.758417883,16320,26.77,12.17,85.27,15,-Rp650,-1.42
2025-01-16,45250,1842,1,Wet,3,False,45700,46516.666666666664,45250,46000,48250,0,130.4347,-0.758417883,16360.7998,26.65,12.48,85.21,16,Rp0,0
2025-01-17,45250,1843,1,Wet,4,False,45592.857142857145,46416.666666666664,45250,46000,48250,0,130.4347,-0.758417883,16368.7998,27.02,15.28,86.15,17,Rp0,0
2025-01-20,44250,1846,1,Wet,0,False,NULL,NULL,NULL,45500,47750,NULL,130.4347,-0.758417883,16367.09961,27.31,7.66,83.26,20,-Rp1000,-2.21
2025-01-21,44150,1847,1,Wet,1,False,NULL,NULL,44250,45900,47750,-100,130.4347,-0.758417883,16245,27.32,5.53,82.06,21,-Rp100,-0.23
2025-01-22,43650,1848,1,Wet,2,False,NULL,NULL,44150,45250,47000,-500,130.4347,-0.758417883,16330.7998,26.55,8.73,86.19,22,-Rp500,-1.13
2025-01-23,43650,1849,1,Wet,3,False,NULL,NULL,43650,45250,46650,0,130.4347,-0.758417883,16232.7998,26.2,12.23,84.88,23,Rp0,0
2025-01-24,43400,1850,1,Wet,4,False,NULL,NULL,43650,45250,46650,-250,130.4347,-0.758417883,16230.90039,26.32,6.48,86.96,24,-Rp250,-0.57
2025-01-27,43400,1853,1,Wet,0,False,NULL,NULL,NULL,44250,46250,NULL,130.4347,-0.758417883,16164.90039,26.62,13.54,84.26,27,NULL,0
2025-01-28,43400,1854,1,Wet,1,False,NULL,NULL,43400,44150,46250,0,130.4347,-0.758417883,16155.59961,26.45,5.83,82.79,28,Rp0,0
2025-01-29,43400,1855,1,Wet,2,True,NULL,NULL,43400,43650,47000,0,130.4347,-0.758417883,15881.2002,26.77,26.41,82.74,29,Rp0,0
2025-01-30,42150,1856,1,Wet,3,False,NULL,NULL,43400,43650,46900,-1250,130.4347,-0.758417883,16238,27.09,2.21,83.5,30,-Rp1250,-2.88
2025-01-31,42150,1857,1,Wet,4,False,NULL,NULL,42150,43400,46900,0,130.4347,-0.758417883,16274.5,26.67,9.93,87.43,31,Rp0,0
2025-02-01,42150,1858,2,Wet,5,False,NULL,NULL,42150,NULL,46400,0,129.8071,-0.481160305,16274.5,25.92,9.92,85.37,1,Rp0,0
2025-02-02,42150,1859,2,Wet,6,False,42685.71428571428,NULL,42150,NULL,46400,0,129.8071,-0.481160305,16274.5,25.71,3.9,76.82,2,Rp0,0
2025-02-03,40150,1860,2,Wet,0,False,42221.42857142857,NULL,42150,43400,46400,-2000,129.8071,-0.481160305,16341.2998,26.63,2.94,81.39,3,-Rp2000,-4.74
2025-02-04,39900,1861,2,Wet,1,False,41721.42857142857,NULL,40150,43400,46400,-250,129.8071,-0.481160305,16320,25.87,7.18,83.71,4,-Rp250,-0.62
2025-02-05,39900,1862,2,Wet,2,False,41221.42857142857,NULL,39900,43400,46250,0,129.8071,-0.481160305,16299.09961,26.26,9.86,84.46,5,Rp0,0
2025-02-06,40750,1863,2,Wet,3,False,41021.42857142857,NULL,39900,42150,46000,850,129.8071,-0.481160305,16298.09961,26.23,17.64,87.29,6,Rp850,2.13
2025-02-07,40750,1864,2,Wet,4,False,40821.42857142857,NULL,40750,42150,46000,0,129.8071,-0.481160305,16327,26.44,4.52,83.96,7,Rp0,0
2025-02-08,40750,1865,2,Wet,5,False,40621.42857142857,NULL,40750,42150,46000,0,129.8071,-0.481160305,16327,26.78,2.92,85.35,8,Rp0,0
2025-02-09,40750,1866,2,Wet,6,False,40421.42857142857,NULL,40750,42150,46000,0,129.8071,-0.481160305,16327,27.1,4.96,85.05,9,Rp0,0
2025-02-10,41250,1867,2,Wet,0,False,40578.57142857143,NULL,40750,40150,46000,500,129.8071,-0.481160305,16314.7002,26.75,8.55,86.95,10,Rp500,1.23
2025-02-11,41250,1868,2,Wet,1,False,40771.42857142857,NULL,41250,39900,46000,0,129.8071,-0.481160305,16330.09961,26.51,13.86,86.12,11,Rp0,0
2025-02-12,41250,1869,2,Wet,2,False,40964.28571428572,NULL,41250,39900,45500,0,129.8071,-0.481160305,16343.2998,26.2,3.5,82.76,12,Rp0,0
2025-02-13,41250,1870,2,Wet,3,False,41035.71428571428,NULL,41250,40750,45900,0,129.8071,-0.481160305,16375,26.73,2.63,84.78,13,Rp0,0
2025-02-14,41250,1871,2,Wet,4,False,41107.142857142855,NULL,41250,40750,45250,0,129.8071,-0.481160305,16219,26.77,4.62,84.07,14,Rp0,0
2025-02-15,41250,1872,2,Wet,5,False,41178.57142857143,NULL,41250,40750,45250,0,129.8071,-0.481160305,16219,26.64,5.81,84.56,15,Rp0,0
2025-02-16,41250,1873,2,Wet,6,False,41250,NULL,41250,40750,45250,0,129.8071,-0.481160305,16219,26.97,6.3,84.53,16,Rp0,0
2025-02-17,41750,1874,2,Wet,0,False,41321.42857142857,NULL,41250,41250,NULL,500,129.8071,-0.481160305,16173,26.57,11.72,87.05,17,Rp500,1.21
2025-02-18,41750,1875,2,Wet,1,False,41392.857142857145,NULL,41750,41250,NULL,0,129.8071,-0.481160305,16220,26.24,5.76,82.62,18,Rp0,0
2025-02-19,41750,1876,2,Wet,2,False,41464.28571428572,NULL,41750,41250,44250,0,129.8071,-0.481160305,16317,26.14,0.8,80.89,19,Rp0,0
2025-02-20,41750,1877,2,Wet,3,False,41535.71428571428,NULL,41750,41250,44150,0,129.8071,-0.481160305,16346.40039,26.59,3.55,86.79,20,Rp0,0
2025-02-21,41250,1878,2,Wet,4,False,41535.71428571428,NULL,41750,41250,43650,-500,129.8071,-0.481160305,16245.09961,26.56,8.6,86.5,21,-Rp500,-1.2
2025-02-22,41250,1879,2,Wet,5,False,41535.71428571428,NULL,41250,41250,43650,0,129.8071,-0.481160305,16245.09961,26.72,12.35,82.69,22,-Rp500,-1.2
2025-02-23,41250,1880,2,Wet,6,False,41535.71428571428,NULL,41250,41250,43400,0,129.8071,-0.481160305,16245.09961,26.71,9.37,84.58,23,-Rp500,-1.2
2025-02-24,42750,1881,2,Wet,0,False,41678.57142857143,NULL,41250,41750,NULL,1500,129.8071,-0.481160305,16278,26.72,4.94,84.88,24,Rp1500,3.64
2025-02-25,44000,1882,2,Wet,1,False,42000,41600,42750,41750,NULL,1250,129.8071,-0.481160305,16279.2998,26.29,4.43,85.44,25,Rp1250,2.92
2025-02-26,44650,1883,2,Wet,2,False,42414.28571428572,41641.666666666664,44000,41750,43400,650,129.8071,-0.481160305,16314,26.99,2.58,82.15,26,Rp650,1.48
2025-02-27,44650,1884,2,Wet,3,False,42828.57142857143,41683.333333333336,44650,41750,43400,0,129.8071,-0.481160305,16367.40039,27.18,34.52,81.48,27,Rp0,0
2025-02-28,45150,1885,2,Wet,4,False,43385.71428571428,41741.666666666664,44650,41250,43400,500,129.8071,-0.481160305,16553.69922,26.52,12.58,83.96,28,Rp500,1.12
2025-03-01,45150,1886,3,Wet,5,False,43942.857142857145,41841.666666666664,45150,41250,42150,0,131.9484,1.649601601,16553.69922,26.88,5.28,81.28,1,Rp500,1.12
2025-03-02,45150,1887,3,Wet,6,False,44500,41941.666666666664,45150,41250,42150,0,131.9484,1.649601601,16553.69922,27.75,2.84,79.34,2,Rp500,1.12
2025-03-03,45650,1888,3,Wet,0,False,44914.28571428572,42058.333333333336,45150,42750,42150,500,131.9484,1.649601601,16522,27.42,0.95,81.71,3,NULL,0
2025-03-04,46250,1889,3,Wet,1,False,45235.71428571428,42195,45650,44000,42150,600,131.9484,1.649601601,16451.19922,27.39,4.72,83.9,4,Rp600,1.31
2025-03-05,46500,1890,3,Wet,2,False,45500,42406.666666666664,46250,44650,40150,250,131.9484,1.649601601,16379,27.29,7.97,86.01,5,Rp250,0.54
2025-03-06,45900,1891,3,Wet,3,False,45678.57142857143,42606.666666666664,46500,44650,39900,-600,131.9484,1.649601601,16268.90039,26.41,23.1,87.38,6,-Rp600,-1.29
2025-03-07,45900,1892,3,Wet,4,False,45785.71428571428,42806.666666666664,45900,45150,39900,0,131.9484,1.649601601,16322.09961,26.77,4.38,84.85,7,Rp0,0
2025-03-08,45900,1893,3,Wet,5,False,45892.857142857145,42978.333333333336,45900,45150,40750,0,131.9484,1.649601601,16322.09961,26.12,29.05,87.18,8,Rp0,0
2025-03-09,45900,1894,3,Wet,6,False,46000,43150,45900,45150,40750,0,131.9484,1.649601601,16322.09961,26.17,17.65,85.45,9,Rp0,0
2025-03-10,46400,1895,3,Wet,0,False,46107.142857142855,43338.333333333336,45900,45650,40750,500,131.9484,1.649601601,16292.59961,26.73,2.28,84.07,10,Rp500,1.09
2025-03-11,46250,1896,3,Wet,1,False,46107.142857142855,43521.666666666664,46400,46250,40750,-150,131.9484,1.649601601,16324,27.2,3.98,83.87,11,-Rp150,-0.32
2025-03-12,46250,1897,3,Wet,2,False,46071.42857142857,43688.333333333336,46250,46500,41250,0,131.9484,1.649601601,16433.90039,27.1,4.73,83.43,12,Rp0,0
2025-03-13,46500,1898,3,Wet,3,False,46157.142857142855,43863.333333333336,46250,45900,41250,250,131.9484,1.649601601,16305.59961,27.06,5.15,86.47,13,Rp250,0.54
2025-03-14,46250,1899,3,Wet,4,False,46207.142857142855,44030,46500,45900,41250,-250,131.9484,1.649601601,16259.2998,27.71,17.16,81.34,14,-Rp250,-0.54
2025-03-15,46250,1900,3,Wet,5,False,46257.142857142855,44196.666666666664,46250,45900,41250,0,131.9484,1.649601601,16259.2998,27.26,3.65,82.33,15,-Rp250,-0.54
2025-03-16,46250,1901,3,Wet,6,False,46307.142857142855,44363.333333333336,46250,45900,41250,0,131.9484,1.649601601,16259.2998,26.72,13.73,84.02,16,-Rp250,-0.54
2025-03-17,46000,1902,3,Wet,0,False,46250,44521.666666666664,46250,46400,41250,-250,131.9484,1.649601601,16321,26.61,11,84.49,17,-Rp250,-0.54
2025-03-18,46400,1903,3,Wet,1,False,46271.42857142857,44693.333333333336,46000,46250,41250,400,131.9484,1.649601601,16370,26.45,23.35,82.86,18,Rp400,0.87
2025-03-19,46400,1904,3,Wet,2,False,46292.857142857145,44848.333333333336,46400,46250,41750,0,131.9484,1.649601601,16514.5,26.61,6.31,84.1,19,Rp0,0
2025-03-20,46400,1905,3,Wet,3,False,46278.57142857143,45003.333333333336,46400,46500,41750,0,131.9484,1.649601601,16330.2998,26.6,12.22,87.03,20,Rp0,0
2025-03-21,46400,1906,3,Wet,4,False,46300,45158.333333333336,46400,46250,41750,0,131.9484,1.649601601,16428.5,26.71,50.68,89.57,21,Rp0,0
2025-03-22,46400,1907,3,Wet,5,False,46321.42857142857,45313.333333333336,46400,46250,41750,0,131.9484,1.649601601,16428.5,26.18,75.51,88.65,22,Rp0,0
2025-03-23,46400,1908,3,Wet,6,False,46342.857142857145,45485,46400,46250,41250,0,131.9484,1.649601601,16428.5,26.03,8.31,88.31,23,Rp0,0
2025-03-24,48650,1909,3,Wet,0,False,46721.42857142857,45731.666666666664,46400,46000,41250,2250,131.9484,1.649601601,16519,26.39,7.04,85.32,24,Rp2250,4.85
2025-03-25,48650,1910,3,Wet,1,False,47042.857142857145,45978.333333333336,48650,46400,41250,0,131.9484,1.649601601,16575.80078,27.08,3.2,81.19,25,Rp0,0
2025-03-26,48650,1911,3,Wet,2,False,47364.28571428572,46175,48650,46400,42750,0,131.9484,1.649601601,16621,27.49,1.77,78.84,26,Rp0,0
2025-03-27,49500,1912,3,Wet,3,False,47807.142857142855,46358.333333333336,48650,46400,44000,850,131.9484,1.649601601,16629,27.07,2.69,85.3,27,Rp850,1.75
2025-03-28,49500,1913,3,Wet,4,False,48250,46520,49500,46400,44650,0,131.9484,1.649601601,16560.90039,27.61,2.46,84.8,28,Rp0,0
2025-03-29,49500,1914,3,Wet,5,False,48692.857142857145,46681.666666666664,49500,46400,44650,0,131.9484,1.649601601,16560.90039,27.88,4.46,84.28,29,Rp0,0
2025-03-30,49500,1915,3,Wet,6,True,49135.71428571428,46826.666666666664,49500,46400,45150,0,131.9484,1.649601601,16560.90039,27.09,20.76,82.94,30,Rp0,0
2025-03-31,49500,1916,3,Wet,0,True,49257.142857142855,46971.666666666664,49500,48650,45150,0,131.9484,1.649601601,16575,26.4,5.21,82.57,31,NULL,0
2025-04-01,49500,1917,4,Dry,1,False,49378.57142857143,47116.666666666664,49500,48650,45150,0,133.4867,1.165834523,16652,26.07,6.54,85.1,1,Rp0,0
2025-04-02,49500,1918,4,Dry,2,False,49500,47245,49500,48650,45650,0,133.4867,1.165834523,16731.40039,26.8,11.45,83.99,2,Rp0,0
2025-04-03,49500,1919,4,Dry,3,False,49500,47353.333333333336,49500,49500,46250,0,133.4867,1.165834523,16739,26.81,7.48,83.61,3,Rp0,0
2025-04-04,49500,1920,4,Dry,4,False,49500,47453.333333333336,49500,49500,46500,0,133.4867,1.165834523,16739.80078,26.35,14.78,82.91,4,Rp0,0
2025-04-05,49500,1921,4,Dry,5,False,49500,47573.333333333336,49500,49500,45900,0,133.4867,1.165834523,16739.80078,26.18,4.68,86.35,5,Rp0,0
2025-04-06,49500,1922,4,Dry,6,False,49500,47693.333333333336,49500,49500,45900,0,133.4867,1.165834523,16739.80078,26.91,4.21,82.27,6,Rp0,0
2025-04-07,49500,1923,4,Dry,0,False,49500,47813.333333333336,49500,49500,45900,0,133.4867,1.165834523,16738,26.98,6.75,83.56,7,NULL,0
2025-04-08,52650,1924,4,Dry,1,False,49950,48038.333333333336,49500,49500,45900,3150,133.4867,1.165834523,16855.69922,26.54,11.38,84.27,8,Rp3150,6.36
